id,x,y,z,yaw,pitch,roll
1,1772.68,866.356,0.0902255,0.0233006,-0.00312584,-0.00473512
2,1772.7,866.352,0.0923934,0.023499,-0.0037651,-0.00504511
3,1772.93,866.376,0.104253,0.023056,-0.00495342,-0.00466125
4,1773.36,866.354,0.181424,0.0228583,-0.00476396,-0.0121798
5,1773.76,866.338,0.204608,0.0232392,-0.0039482,-0.012652
6,1774.14,866.337,0.20918,0.0233894,-0.00376115,-0.0124478
7,1774.51,866.344,0.222653,0.0235542,-0.00392928,-0.0119962
8,1774.88,866.351,0.230524,0.0234559,-0.00410867,-0.011888
9,1775.28,866.369,0.249491,0.0238669,-0.00447373,-0.010788
10,1775.69,866.383,0.258279,0.0238831,-0.00445916,-0.0101175
11,1776.06,866.387,0.258212,0.0238453,-0.00456556,-0.010064
12,1776.78,866.392,0.26709,0.0243396,-0.00393989,-0.0100173
13,1777.34,866.39,0.282277,0.0251584,-0.00276104,-0.010988
14,1777.7,866.397,0.275521,0.0250694,-0.0023512,-0.0119581
15,1778.06,866.412,0.251394,0.0245664,-0.00209673,-0.0127891
16,1778.42,866.436,0.231089,0.0237196,-0.00193129,-0.0128253
17,1778.79,866.431,0.220086,0.0237585,-0.00208532,-0.0128933
18,1779.18,866.444,0.201689,0.0239079,-0.00244488,-0.0129498
19,1779.6,866.455,0.190346,0.0243619,-0.00320541,-0.0133248
20,1779.97,866.451,0.185864,0.0252291,-0.0035496,-0.013914
21,1780.35,866.469,0.196355,0.025282,-0.00373369,-0.0143429
22,1780.73,866.472,0.199639,0.0250527,-0.0034786,-0.0142932
23,1781.13,866.501,0.222758,0.0239439,-0.00292511,-0.0138027
24,1781.52,866.502,0.223153,0.0238353,-0.00263609,-0.0137944
25,1781.91,866.509,0.21956,0.024018,-0.00233362,-0.0138648
26,1782.52,866.522,0.208758,0.0241371,-0.00197912,-0.0144727
27,1783.06,866.522,0.196422,0.0252248,-0.00131704,-0.0145691
28,1783.43,866.532,0.183304,0.0252715,-0.000832395,-0.0137793
29,1783.81,866.537,0.181711,0.025341,-0.000834722,-0.0134592
30,1784.2,866.535,0.172305,0.0256571,-0.00112237,-0.0135094
31,1784.61,866.549,0.157055,0.0254782,-0.00149538,-0.0135547
32,1785,866.557,0.15365,0.0258054,-0.00221359,-0.0140112
33,1785.44,866.568,0.150515,0.02626,-0.00259368,-0.0133703
34,1785.84,866.578,0.142761,0.0266743,-0.00272408,-0.0130784
35,1786.23,866.583,0.103931,0.0270155,-0.00326811,-0.0135373
36,1786.61,866.59,0.104234,0.0273929,-0.00351519,-0.0132195
37,1787.06,866.601,0.131748,0.0282192,-0.00323741,-0.0121689
38,1787.46,866.612,0.138296,0.028203,-0.00336466,-0.0118271
39,1787.87,866.632,0.155976,0.0276477,-0.00367381,-0.0122731
40,1788.32,866.633,0.204784,0.0281651,-0.00345887,-0.0118968
41,1788.75,866.636,0.218639,0.0285366,-0.00363701,-0.0112288
42,1789.17,866.643,0.233111,0.0290897,-0.00347454,-0.011398
43,1789.61,866.657,0.269438,0.0296163,-0.00264341,-0.0106999
44,1790.07,866.674,0.29631,0.0303016,-0.00223955,-0.00928265
45,1790.46,866.684,0.28891,0.030317,-0.00253166,-0.00948259
46,1790.85,866.696,0.274461,0.0304229,-0.0027001,-0.0097314
47,1791.28,866.697,0.218136,0.0301575,-0.00312171,-0.0108905
48,1791.68,866.714,0.207387,0.0304892,-0.00348941,-0.0112561
49,1792.12,866.726,0.203632,0.0307656,-0.0033925,-0.0115197
50,1792.55,866.733,0.198736,0.0314996,-0.00355054,-0.0117465
51,1792.98,866.745,0.200791,0.0324034,-0.00359877,-0.0110829
52,1793.42,866.758,0.194322,0.0325276,-0.00387528,-0.0104842
53,1793.83,866.763,0.19768,0.032472,-0.00341055,-0.0112189
54,1794.57,866.782,0.17159,0.0332281,-0.00350861,-0.0123026
55,1795.19,866.785,0.155721,0.0344112,-0.0034806,-0.0129341
56,1795.51,866.801,0.147557,0.034364,-0.00381645,-0.0124451
57,1795.9,866.799,0.145857,0.0344023,-0.00377848,-0.0123141
58,1796.25,866.81,0.144273,0.0342816,-0.0036095,-0.0110163
59,1796.63,866.819,0.151708,0.0346945,-0.0036555,-0.0105954
60,1797,866.821,0.165565,0.0350446,-0.00368552,-0.0105
61,1797.37,866.825,0.164134,0.0355677,-0.00372208,-0.0104325
62,1797.74,866.835,0.169665,0.0354605,-0.00394838,-0.00980436
63,1798.16,866.848,0.157773,0.0358751,-0.00442105,-0.00929784
64,1798.56,866.857,0.156932,0.0369603,-0.00430373,-0.00908726
65,1798.95,866.872,0.151684,0.0371538,-0.00411398,-0.00879772
66,1799.37,866.891,0.139659,0.0374714,-0.00417578,-0.00785041
67,1799.77,866.904,0.126883,0.0377682,-0.00405774,-0.00756002
68,1800.17,866.92,0.124761,0.0374639,-0.00326495,-0.0071394
69,1800.78,866.936,0.112166,0.0383226,-0.00294777,-0.00724202
70,1801.36,866.952,0.139882,0.039074,-0.00241146,-0.0065646
71,1801.72,866.963,0.1365,0.0393817,-0.00187924,-0.00680942
72,1802.08,866.979,0.141003,0.0397512,-0.00182534,-0.00690197
73,1802.46,866.991,0.145796,0.0398521,-0.00150607,-0.00723842
74,1802.84,867.006,0.145501,0.0400254,-0.00168727,-0.00758366
75,1803.2,867.006,0.158914,0.0401041,-0.0018228,-0.00820071
76,1803.61,867.017,0.182248,0.0409171,-0.00255751,-0.00754816
77,1804,867.03,0.189459,0.0408517,-0.00296464,-0.00768471
78,1804.41,867.04,0.189818,0.0409331,-0.00335587,-0.00848825
79,1804.84,867.038,0.219614,0.0414611,-0.00352237,-0.01022
80,1805.24,867.061,0.263175,0.0417637,-0.00261536,-0.00940765
81,1805.62,867.08,0.258867,0.0418003,-0.00247509,-0.00938358
82,1806.1,867.09,0.228471,0.0420077,-0.00259508,-0.00982319
83,1806.56,867.102,0.187561,0.0424644,-0.0024154,-0.0107408
84,1806.97,867.113,0.177396,0.0425461,-0.00259099,-0.0105923
85,1807.39,867.124,0.156767,0.0429065,-0.00298503,-0.0106674
86,1808.09,867.144,0.168151,0.0440968,-0.00272132,-0.0100079
87,1808.68,867.157,0.178722,0.0446955,-0.00205824,-0.00979962
88,1809.1,867.187,0.146413,0.0454319,-0.00238416,-0.00878277
89,1809.4,867.207,0.125669,0.0451139,-0.00338565,-0.00817506
90,1809.7,867.226,0.112517,0.045118,-0.0047632,-0.007446
91,1810.05,867.248,0.106717,0.0452365,-0.00467004,-0.00685043
92,1810.77,867.276,0.0895537,0.0459284,-0.00434536,-0.00597536
93,1811.11,867.293,0.106366,0.0463118,-0.00445994,-0.00301268
94,1811.49,867.324,0.107493,0.0464783,-0.00441991,-0.00275265
95,1811.85,867.335,0.104225,0.0466511,-0.00427926,-0.00287429
96,1812.23,867.357,0.0940306,0.0465728,-0.00381825,-0.00337955
97,1812.61,867.371,0.0826216,0.0465761,-0.00372362,-0.00298481
98,1812.99,867.398,0.077884,0.0464554,-0.00386465,-0.00269186
99,1813.38,867.41,0.0619407,0.0465377,-0.00383705,-0.00240516
100,1813.8,867.428,0.0367196,0.0468103,-0.00325293,-0.00261446
101,1814.18,867.449,0.0267574,0.0470599,-0.00282675,-0.00270676
102,1814.63,867.468,0.017711,0.0468874,-0.00242688,-0.00240255
103,1815.04,867.484,0.024344,0.0468781,-0.00244203,-0.00181172
104,1815.45,867.502,0.0338613,0.0468907,-0.00224432,-0.00059275
105,1815.93,867.511,0.0439095,0.0464198,-0.00246214,-0.000589869
106,1816.33,867.523,0.0501465,0.0459687,-0.0034872,9.07593e-05
107,1816.77,867.527,0.0611393,0.0457697,-0.0044518,0.000772845
108,1817.35,867.543,0.0550965,0.045987,-0.00434549,0.00155904
109,1817.93,867.562,0.0415999,0.0462785,-0.00453523,0.00129083
110,1818.35,867.568,0.0403203,0.0456023,-0.00464356,0.00250603
111,1818.71,867.589,0.0431853,0.0454919,-0.00485513,0.00286341
112,1819.06,867.592,0.104242,0.0442863,-0.00423534,0.00419595
113,1819.47,867.608,0.114099,0.0438801,-0.00427427,0.00531597
114,1819.87,867.636,0.119081,0.0434107,-0.0043885,0.00600986
115,1820.3,867.646,0.134507,0.0423638,-0.0038113,0.00657531
116,1820.71,867.659,0.127444,0.0411454,-0.00329995,0.00605918
117,1821.14,867.676,0.113966,0.0398585,-0.0031636,0.00559399
118,1821.56,867.69,0.102243,0.0389109,-0.0032866,0.00593932
119,1821.98,867.701,0.0877346,0.0383997,-0.00352781,0.0060022
120,1822.43,867.71,0.0567074,0.0366583,-0.00425397,0.00593678
121,1822.85,867.72,0.0496907,0.0358513,-0.00434468,0.00583764
122,1823.28,867.724,0.0286196,0.0348101,-0.00470302,0.00522877
123,1823.69,867.736,0.00318553,0.0339399,-0.00486541,0.00482059
124,1824.12,867.743,0.0039404,0.0328792,-0.00483746,0.00438678
125,1824.55,867.742,0.0109734,0.0320542,-0.00517518,0.00260591
126,1824.96,867.754,0.0173182,0.0314436,-0.0044467,0.00158322
127,1825.38,867.76,0.00646627,0.0305183,-0.00348488,0.000550149
128,1825.86,867.76,0.0149413,0.0296013,-0.00156706,-0.00276089
129,1826.31,867.765,0.00568948,0.0288922,-0.00174527,-0.00383932
130,1826.73,867.769,-0.0360213,0.0286037,0.00158326,-0.00551714
131,1827.1,867.786,-0.0499806,0.0287133,0.00233348,-0.00564065
132,1827.5,867.792,-0.0682909,0.0273938,0.00313888,-0.00538114
133,1827.89,867.812,-0.074845,0.026918,0.00288905,-0.00549929
134,1828.26,867.807,-0.0662413,0.0249873,0.00280834,-0.00509503
135,1828.64,867.8,-0.064847,0.0236321,0.00257027,-0.00632381
136,1829.07,867.806,-0.0755986,0.0227333,0.00236583,-0.00656763
137,1829.48,867.815,-0.0866027,0.0219717,0.00226779,-0.00559454
138,1829.88,867.823,-0.0943241,0.0214495,0.00220771,-0.00519421
139,1830.29,867.824,-0.106904,0.0208621,0.00136051,-0.00479155
