id,x,y,z,yaw,pitch,roll
1,-284.872,226.093,-12.5844,2.44771,0.0143885,0.0402326
2,-285.103,226.288,-12.5879,2.44773,0.0134903,0.0391635
3,-285.342,226.491,-12.5949,2.44783,0.012824,0.0377414
4,-285.57,226.708,-12.6012,2.44808,0.0123513,0.0345513
5,-285.784,226.897,-12.6057,2.44944,0.0115195,0.0327759
6,-286.003,227.096,-12.6035,2.44975,0.0111779,0.031759
7,-286.212,227.281,-12.6045,2.44943,0.0105064,0.0327896
8,-286.421,227.457,-12.5944,2.45002,0.00981696,0.0336702
9,-286.636,227.643,-12.5979,2.45112,0.00802105,0.0339763
10,-286.832,227.824,-12.5969,2.45096,0.00674389,0.0327199
11,-287.034,228.005,-12.5713,2.45087,0.0026027,0.0335655
12,-287.238,228.172,-12.5778,2.45125,-0.0022798,0.0358594
13,-287.449,228.347,-12.6046,2.45102,-0.00468368,0.0386875
14,-287.645,228.512,-12.6252,2.44998,-0.00397558,0.0408337
15,-287.816,228.661,-12.6341,2.45032,-0.00224633,0.0414779
16,-287.997,228.815,-12.6241,2.45072,-0.000793797,0.0410068
17,-288.174,228.972,-12.6366,2.45085,-0.000927087,0.0413432
18,-288.342,229.113,-12.6624,2.45144,0.00158985,0.041259
19,-288.498,229.26,-12.664,2.45213,0.00525804,0.0400302
20,-288.667,229.413,-12.6547,2.4524,0.00695326,0.0374292
21,-288.831,229.547,-12.6463,2.45278,0.00665491,0.0351936
22,-288.986,229.682,-12.6543,2.45375,0.00620728,0.0346585
23,-289.145,229.816,-12.6749,2.45357,0.00664211,0.0369078
24,-289.293,229.931,-12.6834,2.45331,0.00992312,0.0379939
25,-289.445,230.063,-12.6922,2.45343,0.012464,0.0401479
26,-289.581,230.179,-12.6922,2.45456,0.0142555,0.0427394
27,-289.722,230.309,-12.6779,2.45446,0.015153,0.0443989
28,-289.869,230.439,-12.6728,2.45325,0.0142452,0.0434406
29,-290.016,230.553,-12.661,2.4546,0.0121434,0.0441356
30,-290.151,230.679,-12.674,2.45551,0.0096732,0.0429836
31,-290.286,230.796,-12.6638,2.45557,0.00888508,0.0412875
32,-290.411,230.91,-12.6436,2.45655,0.00603462,0.0393487
33,-290.54,231.036,-12.6517,2.45616,0.00217687,0.039167
34,-290.682,231.141,-12.6451,2.45557,-0.000260375,0.0392829
35,-290.803,231.268,-12.5908,2.45562,-0.00687371,0.0376918
36,-290.945,231.386,-12.6118,2.45434,-0.014697,0.0380034
37,-291.082,231.497,-12.6761,2.45424,-0.0153881,0.0382113
38,-291.198,231.597,-12.727,2.45465,-0.0096208,0.0392574
39,-291.308,231.682,-12.7576,2.45561,-0.000342048,0.0393157
40,-291.41,231.781,-12.7139,2.45592,0.00510803,0.040433
41,-291.535,231.897,-12.691,2.4557,0.00266286,0.0422743
42,-291.675,232.02,-12.7135,2.45439,-0.00113433,0.046641
43,-291.805,232.115,-12.7302,2.45356,-0.000910849,0.0514293
44,-291.943,232.221,-12.7372,2.45352,0.00145484,0.0548682
45,-292.069,232.333,-12.7341,2.45433,0.00375106,0.0544149
46,-292.189,232.441,-12.7292,2.45537,0.00660597,0.0499171
47,-292.303,232.547,-12.719,2.45566,0.00718574,0.0457901
48,-292.427,232.652,-12.7151,2.45625,0.00513624,0.0453
49,-292.541,232.756,-12.7234,2.45515,0.00368581,0.0475986
50,-292.666,232.855,-12.7437,2.45445,0.00429601,0.0488558
51,-292.779,232.952,-12.7431,2.455,0.00549417,0.0508549
52,-292.899,233.057,-12.7415,2.45424,0.00558021,0.051437
53,-293.021,233.16,-12.7521,2.45358,0.00646564,0.0497799
54,-293.143,233.264,-12.7642,2.45481,0.00937841,0.0491402
55,-293.265,233.366,-12.7422,2.45567,0.0109778,0.049401
56,-293.395,233.495,-12.7123,2.45538,0.0077155,0.0462025
57,-293.534,233.623,-12.7196,2.45374,-0.000742604,0.0437977
58,-293.667,233.734,-12.7524,2.45398,-0.0031593,0.0429495
59,-293.796,233.844,-12.7575,2.45599,-0.0023177,0.0445201
60,-293.932,233.958,-12.7487,2.45683,-0.00298082,0.0480302
61,-294.06,234.082,-12.7374,2.45635,-0.0058074,0.0492981
62,-294.194,234.2,-12.7625,2.45539,-0.00776844,0.0509862
63,-294.319,234.304,-12.7592,2.45469,-0.00698411,0.0511713
64,-294.451,234.417,-12.7588,2.45514,-0.00665709,0.0517869
65,-294.582,234.542,-12.7643,2.45398,-0.00619798,0.0524196
66,-294.711,234.651,-12.7587,2.4538,-0.00432778,0.0499931
67,-294.85,234.766,-12.7575,2.45482,-0.00448066,0.0487891
68,-294.969,234.877,-12.7602,2.455,-0.00475229,0.0483506
69,-295.107,234.994,-12.7634,2.45459,-0.00480341,0.0481509
70,-295.239,235.107,-12.7633,2.4547,-0.00493037,0.048487
71,-295.384,235.23,-12.767,2.45477,-0.00506276,0.0494188
72,-295.511,235.344,-12.7669,2.45433,-0.00520643,0.0493369
73,-295.645,235.459,-12.7674,2.45354,-0.00559003,0.0492126
74,-295.777,235.57,-12.7719,2.45311,-0.00594147,0.0500268
75,-295.908,235.684,-12.7701,2.45382,-0.00599425,0.0499694
76,-296.039,235.805,-12.777,2.45326,-0.0061453,0.0498635
77,-296.168,235.919,-12.774,2.4525,-0.00497796,0.0485106
78,-296.316,236.039,-12.7737,2.45278,-0.00552386,0.0464019
79,-296.452,236.167,-12.7911,2.45401,-0.00605861,0.0458551
80,-296.581,236.289,-12.7966,2.45331,-0.0042668,0.0458524
81,-296.729,236.413,-12.8026,2.45311,-0.0028231,0.0455052
82,-296.878,236.538,-12.7925,2.4537,-0.0022078,0.0463731
83,-297.021,236.664,-12.7893,2.4535,-0.00244169,0.0470407
84,-297.161,236.79,-12.7865,2.45344,-0.00244942,0.0466319
85,-297.294,236.91,-12.7913,2.45345,-0.00200323,0.0461021
86,-297.438,237.025,-12.7933,2.45301,-0.00057041,0.0460618
87,-297.571,237.148,-12.7881,2.45281,-0.000369909,0.0453911
88,-297.707,237.281,-12.7852,2.45315,-0.00163803,0.0451136
89,-297.85,237.399,-12.7924,2.45414,-0.00206629,0.0454932
90,-297.991,237.52,-12.7959,2.45389,-0.00231716,0.0455961
91,-298.133,237.653,-12.8006,2.45364,-0.00263844,0.0443529
92,-298.274,237.777,-12.801,2.45433,-0.00319339,0.0437178
93,-298.425,237.904,-12.8026,2.45495,-0.00328594,0.0431565
94,-298.57,238.032,-12.8046,2.45481,-0.00344829,0.0420398
95,-298.714,238.166,-12.7964,2.45451,-0.00435937,0.0404375
96,-298.866,238.297,-12.7918,2.4552,-0.00623295,0.0390385
97,-299.018,238.429,-12.7864,2.45549,-0.00796222,0.0380138
98,-299.166,238.56,-12.7859,2.45609,-0.00941724,0.0368184
99,-299.312,238.683,-12.7897,2.45718,-0.00945318,0.0357094
100,-299.451,238.814,-12.8018,2.4572,-0.00776553,0.034248
101,-299.598,238.943,-12.8021,2.45811,-0.00673685,0.0335465
102,-299.754,239.068,-12.8097,2.45868,-0.00654843,0.0364899
103,-299.905,239.193,-12.8035,2.45871,-0.00586986,0.0382942
104,-300.053,239.324,-12.7957,2.45951,-0.00622528,0.0366227
105,-300.196,239.456,-12.8037,2.45967,-0.00669706,0.0345408
106,-300.349,239.59,-12.8079,2.46025,-0.00561253,0.0322999
107,-300.498,239.725,-12.8064,2.46086,-0.00495322,0.0309884
108,-300.656,239.856,-12.8076,2.46161,-0.00416613,0.0299599
109,-300.813,239.979,-12.8081,2.46265,-0.00417189,0.0288022
110,-300.969,240.11,-12.814,2.46283,-0.00463666,0.0283038
111,-301.123,240.237,-12.8166,2.46317,-0.0050676,0.027996
112,-301.275,240.365,-12.8177,2.46281,-0.00461141,0.0272812
113,-301.424,240.494,-12.8211,2.46281,-0.00300866,0.0252564
114,-301.595,240.636,-12.8218,2.46587,-0.00322671,0.0218802
115,-301.747,240.753,-12.8177,2.46828,-0.00594799,0.0213388
116,-301.906,240.891,-12.8184,2.47018,-0.00697913,0.0189636
117,-302.075,241.021,-12.8259,2.47302,-0.00709573,0.0174235
118,-302.234,241.156,-12.8308,2.47482,-0.00685161,0.018304
119,-302.395,241.275,-12.8324,2.47781,-0.00618451,0.0173122
120,-302.56,241.4,-12.8376,2.48021,-0.00592856,0.0171014
121,-302.726,241.533,-12.8341,2.48175,-0.00581054,0.0173628
122,-302.886,241.659,-12.8323,2.48387,-0.00610744,0.0170087
123,-303.062,241.787,-12.8329,2.4865,-0.0059054,0.0163865
124,-303.23,241.912,-12.8342,2.48979,-0.00540607,0.0153439
125,-303.404,242.041,-12.8383,2.49286,-0.0056454,0.0145997
126,-303.57,242.162,-12.8357,2.49595,-0.00568381,0.0134525
127,-303.741,242.284,-12.8359,2.49915,-0.00540484,0.0126735
128,-303.914,242.416,-12.8364,2.5031,-0.00496402,0.0118323
129,-304.091,242.537,-12.8328,2.50891,-0.00470948,0.0100203
