id,x,y,z,yaw,pitch,roll
1,1717.15,1014.63,-0.060148,-2.18844,-0.0046256,0.00805907
2,1716.96,1014.32,-0.074478,-2.18957,0.00207496,0.00699613
3,1716.71,1013.99,-0.0510799,-2.19049,-0.0015422,0.00410499
4,1716.46,1013.7,0.105076,-2.24894,-0.0105064,-0.00472376
5,1716.23,1013.4,0.166432,-2.19358,-0.0109887,-0.00853867
6,1716.09,1013.11,0.197009,-2.1959,-0.0161556,0.00776199
7,1715.88,1012.82,0.207905,-2.19746,-0.0201516,0.0117355
8,1715.66,1012.52,0.224341,-2.19819,-0.0214944,0.0146264
9,1715.48,1012.26,0.211869,-2.1989,-0.0197741,0.0135088
10,1715.25,1011.97,0.177925,-2.19907,-0.0232298,0.0103914
11,1715.01,1011.67,0.242035,-2.19919,-0.0214232,0.00940502
12,1714.86,1011.46,0.203443,-2.20139,-0.0204275,0.0103267
13,1714.61,1011.12,0.195867,-2.20176,-0.0247666,0.0110791
14,1714.42,1010.84,0.217663,-2.20304,-0.0273742,0.0143563
15,1714.17,1010.52,0.199737,-2.20412,-0.0317848,0.0161405
16,1713.99,1010.27,0.180174,-2.20487,-0.0317045,0.0177285
17,1713.77,1009.95,0.184117,-2.20575,-0.0330326,0.0190783
18,1713.57,1009.69,0.196153,-2.20638,-0.0324181,0.0180806
19,1713.35,1009.39,0.191415,-2.20639,-0.033418,0.0191822
20,1713.15,1009.12,0.208203,-2.20706,-0.0315919,0.0178027
21,1712.93,1008.86,0.235648,-2.20526,-0.0206635,0.00673901
22,1712.74,1008.61,0.235627,-2.20591,-0.0199911,0.00574324
23,1712.53,1008.32,0.238171,-2.20627,-0.0217239,0.00699552
24,1712.32,1008.02,0.23161,-2.2063,-0.0236975,0.00851898
25,1712.12,1007.75,0.222504,-2.20676,-0.0244508,0.00982483
26,1711.91,1007.5,0.212698,-2.20692,-0.0233904,0.0073867
27,1711.72,1007.24,0.224275,-2.20797,-0.0240799,0.00777294
28,1711.52,1006.97,0.181607,-2.20782,-0.0245785,0.00808624
29,1711.32,1006.68,0.155639,-2.20808,-0.0255839,0.00938364
30,1711.12,1006.44,0.183779,-2.20778,-0.0255547,0.00845606
31,1710.94,1006.19,0.172815,-2.20807,-0.0268869,0.00891062
32,1710.75,1005.93,0.164394,-2.20761,-0.0290606,0.0102833
33,1710.53,1005.62,0.144469,-2.20671,-0.0294063,0.0101847
34,1710.34,1005.39,0.14475,-2.2065,-0.029992,0.00975277
35,1710.15,1005.12,0.133667,-2.20524,-0.030785,0.0108158
36,1709.95,1004.86,0.0627072,-2.20302,-0.0242102,0.00218848
37,1709.75,1004.58,0.0687461,-2.20085,-0.0240961,0.000730355
38,1709.56,1004.34,0.0789531,-2.19987,-0.0249962,0.00031026
39,1709.36,1004.07,0.0669925,-2.19831,-0.0258225,0.000611953
40,1709.18,1003.84,0.0765491,-2.19761,-0.0262241,-0.000988437
41,1708.99,1003.57,0.103286,-2.19581,-0.0262087,0.000351979
42,1708.65,1003.11,0.11395,-2.19349,-0.027526,0.000449694
43,1708.46,1002.85,0.111021,-2.19191,-0.0289506,-0.000161962
44,1708.28,1002.59,0.0943585,-2.18913,-0.0271271,-0.00324687
45,1708.09,1002.33,0.0879536,-2.1881,-0.0269135,-0.00351095
46,1707.89,1002.07,0.0901599,-2.1852,-0.0274963,-0.007882
