id,x,y,z,yaw,pitch,roll
1,1774.73,866.412,-0.0181599,0.0221242,0.00137696,-0.00545396
2,1774.72,866.408,-0.0317347,0.0226651,0.00205182,-0.00659999
3,1774.71,866.402,-0.0367518,0.02286,0.00274064,-0.00752065
4,1774.69,866.392,-0.0469809,0.0230298,0.00357518,-0.00940624
5,1775.01,866.392,-0.0566503,0.0230898,0.00383333,-0.010368
6,1775.26,866.394,-0.060662,0.0232079,0.00404106,-0.0136168
7,1775.55,866.383,-0.0447413,0.023687,0.00431047,-0.0153385
8,1775.88,866.38,-0.0402189,0.0238819,0.00450413,-0.0162576
9,1775.97,866.356,0.0165938,0.0241046,0.00380044,-0.0225569
10,1776.21,866.362,0.0187695,0.0239365,0.00368324,-0.0228704
11,1776.52,866.369,0.0159882,0.0240663,0.00268241,-0.0233081
12,1777.21,866.37,0.00931317,0.0238872,0.00243213,-0.0231494
13,1777.89,866.366,-0.00349484,0.0237396,0.00223641,-0.0229245
14,1778.24,866.375,-0.0069774,0.023771,0.00204106,-0.0230172
15,1778.49,866.398,-0.0606939,0.023586,7.51866e-06,-0.0234314
16,1778.7,866.398,-0.128552,0.0228402,-0.00422603,-0.0255122
17,1778.97,866.392,-0.144434,0.0221421,-0.0067498,-0.028294
18,1779.26,866.387,-0.141551,0.0229358,-0.00639694,-0.0308786
19,1779.62,866.393,-0.142852,0.0228539,-0.00621108,-0.0310769
20,1779.97,866.411,-0.142162,0.0228354,-0.00627079,-0.0319895
21,1780.27,866.42,-0.151793,0.0232548,-0.00642837,-0.0327691
22,1780.65,866.426,-0.147496,0.0226665,-0.00615513,-0.033606
23,1781.03,866.429,-0.142249,0.0228909,-0.00625927,-0.0336482
24,1781.44,866.438,-0.147597,0.0222959,-0.00638234,-0.0345066
25,1781.8,866.436,-0.146826,0.0225865,-0.00596755,-0.0342741
26,1782.41,866.446,-0.141199,0.0232903,-0.0055833,-0.0326631
27,1782.98,866.458,-0.127198,0.0238331,-0.00537213,-0.0305173
28,1783.33,866.466,-0.133516,0.0241219,-0.00510683,-0.0299609
29,1783.71,866.474,-0.135801,0.0240501,-0.00503409,-0.0294652
30,1784.09,866.486,-0.138206,0.0243033,-0.00486614,-0.0290451
31,1784.45,866.492,-0.138673,0.0242115,-0.00475096,-0.0287665
32,1784.81,866.5,-0.136604,0.0242709,-0.00474751,-0.0285133
33,1785.25,866.522,-0.124703,0.0242746,-0.00438188,-0.0275501
34,1785.69,866.534,-0.132535,0.024116,-0.00451953,-0.0268807
35,1786.11,866.543,-0.123698,0.0248145,-0.00479176,-0.0252029
36,1786.5,866.553,-0.126938,0.0249118,-0.00481667,-0.0253648
37,1786.99,866.569,-0.12221,0.0249032,-0.00364774,-0.0272715
38,1787.38,866.575,-0.126154,0.0250196,-0.00344888,-0.0276597
39,1787.77,866.579,-0.124923,0.0252573,-0.00328399,-0.0281224
40,1788.21,866.587,-0.128469,0.0254934,-0.00422381,-0.0287426
41,1788.59,866.585,-0.129254,0.0263357,-0.00510725,-0.0288077
42,1789.01,866.598,-0.120562,0.0264862,-0.00543463,-0.0288691
43,1789.43,866.613,-0.120399,0.0268236,-0.00553169,-0.0289291
44,1789.83,866.626,-0.122147,0.0271353,-0.00570665,-0.0290114
45,1790.24,866.641,-0.114329,0.0277173,-0.00564489,-0.0284112
46,1790.69,866.644,-0.113043,0.0284056,-0.00532365,-0.0284506
47,1791.08,866.649,-0.112869,0.0286666,-0.00545615,-0.0284862
48,1791.5,866.658,-0.118571,0.0287687,-0.00555178,-0.0284542
49,1791.94,866.663,-0.123761,0.0296918,-0.00500741,-0.0288399
50,1792.42,866.672,-0.119277,0.0302491,-0.0043167,-0.0307428
51,1792.78,866.686,-0.1186,0.0304053,-0.00432803,-0.0307055
52,1793.23,866.687,-0.121723,0.0305113,-0.00465212,-0.0305875
53,1793.69,866.692,-0.124207,0.0312163,-0.0052625,-0.0296432
54,1794.44,866.713,-0.133519,0.0315418,-0.0054041,-0.029831
55,1795.18,866.716,-0.144373,0.0326706,-0.00594659,-0.0295995
56,1795.91,866.736,-0.14877,0.0333426,-0.00552185,-0.0285813
57,1796.27,866.735,-0.149882,0.0333763,-0.00557022,-0.0277818
58,1796.65,866.738,-0.149316,0.0339373,-0.00529463,-0.0269078
59,1796.97,866.746,-0.141206,0.0340866,-0.00283313,-0.0256492
60,1797.31,866.763,-0.146524,0.0341621,-0.00234336,-0.0262859
61,1797.7,866.766,-0.143886,0.0346723,-0.00214687,-0.025979
62,1798.07,866.772,-0.143698,0.0347588,-0.00231519,-0.0257732
63,1798.43,866.78,-0.146953,0.0351485,-0.00270562,-0.0254687
64,1798.82,866.792,-0.154378,0.0353115,-0.00353592,-0.0252181
65,1799.21,866.805,-0.144744,0.0360056,-0.00361503,-0.0249664
66,1799.6,866.815,-0.149038,0.0362887,-0.00416624,-0.0252007
67,1799.96,866.819,-0.129502,0.0376243,-0.0040783,-0.0247743
68,1800.32,866.831,-0.130144,0.0378385,-0.00407898,-0.0250795
69,1800.95,866.844,-0.135314,0.0386947,-0.00396661,-0.0251685
70,1801.56,866.85,-0.14507,0.0387727,-0.00447964,-0.0261979
71,1801.95,866.862,-0.146943,0.0391051,-0.00465397,-0.0265516
72,1802.33,866.877,-0.147714,0.0394023,-0.00427844,-0.0267523
73,1802.72,866.894,-0.153403,0.0399458,-0.00393382,-0.0266124
74,1803.1,866.915,-0.152239,0.0400233,-0.0038739,-0.0266644
75,1803.47,866.917,-0.153155,0.0403179,-0.00369549,-0.0270183
76,1803.88,866.923,-0.161767,0.0404967,-0.0039518,-0.0272738
77,1804.22,866.937,-0.160811,0.0413091,-0.00433612,-0.0268589
78,1804.62,866.953,-0.153552,0.0412453,-0.00450609,-0.0266711
79,1805.01,866.955,-0.153865,0.0415716,-0.00435314,-0.0269166
80,1805.36,866.979,-0.150816,0.041531,-0.00470165,-0.0264784
81,1805.73,866.995,-0.152495,0.0418669,-0.00503978,-0.0262381
