id,x,y,z,yaw,pitch,roll
1,1717.05,1014.55,-0.303996,-2.18786,-0.0219084,0.000386395
2,1716.95,1014.1,-0.92349,-2.19249,-0.0461665,0.0332733
3,1716.71,1013.78,-1.04398,-2.19757,-0.0627392,0.0379357
4,1716.45,1013.47,-0.949361,-2.1975,-0.0630585,0.0307459
5,1716.26,1013.2,-0.914182,-2.19908,-0.0632483,0.0251899
6,1716.06,1012.9,-0.954832,-2.1996,-0.0607341,0.0203287
7,1715.89,1012.67,-1.04491,-2.20156,-0.0589825,0.0216914
8,1715.69,1012.38,-1.08487,-2.20143,-0.0578551,0.0210191
9,1715.45,1012.05,-1.14298,-2.20141,-0.0608283,0.0222383
10,1715.25,1011.79,-1.12162,-2.20181,-0.0594749,0.020997
11,1715.03,1011.51,-1.10634,-2.20267,-0.0615668,0.0213466
12,1714.81,1011.23,-1.10546,-2.20314,-0.060501,0.0207264
13,1714.61,1010.95,-1.07218,-2.20424,-0.0604404,0.01998
14,1714.39,1010.65,-1.09532,-2.20498,-0.0603098,0.0198194
15,1714.17,1010.38,-1.11576,-2.20512,-0.0585785,0.0166103
16,1713.98,1010.09,-1.10668,-2.20582,-0.0575411,0.0169683
17,1713.76,1009.82,-1.11422,-2.20607,-0.0566743,0.0132948
18,1713.53,1009.5,-1.13571,-2.20583,-0.0591125,0.0150967
19,1713.32,1009.24,-1.1009,-2.20739,-0.0591411,0.0126194
20,1713.12,1008.98,-1.03657,-2.20746,-0.0559362,0.0103093
21,1712.9,1008.7,-0.993637,-2.20761,-0.0543135,0.00720344
22,1712.71,1008.43,-0.984986,-2.20774,-0.0525021,0.00800474
23,1712.51,1008.17,-0.97826,-2.20866,-0.0539002,0.010771
24,1712.29,1007.88,-0.879221,-2.20852,-0.0549326,0.00798397
25,1712.08,1007.63,-0.858622,-2.20862,-0.0521687,0.0049381
26,1711.88,1007.37,-0.84359,-2.20897,-0.0508595,0.00457729
27,1711.68,1007.11,-0.799016,-2.20912,-0.0486816,0.00243581
28,1711.47,1006.85,-0.732615,-2.20915,-0.0480415,9.03718e-05
29,1711.3,1006.65,-0.636673,-2.21034,-0.046168,-0.00431583
30,1711.08,1006.36,-0.626322,-2.20961,-0.0468972,-0.00433397
31,1710.89,1006.11,-0.605287,-2.20903,-0.0472368,-0.00612283
32,1710.68,1005.83,-0.600997,-2.20857,-0.0477897,-0.00639176
33,1710.53,1005.62,-0.591207,-2.2093,-0.0477117,-0.00724152
34,1710.28,1005.3,-0.582917,-2.20728,-0.0483348,-0.0075842
35,1710.07,1005.04,-0.531749,-2.20578,-0.0485777,-0.0104902
36,1709.9,1004.83,-0.472508,-2.20586,-0.048668,-0.0140437
37,1709.67,1004.55,-0.449776,-2.20358,-0.0504717,-0.0135533
38,1709.5,1004.32,-0.441088,-2.2029,-0.0490418,-0.0150604
39,1709.3,1004.06,-0.336586,-2.20083,-0.0485833,-0.0208946
40,1709.1,1003.84,-0.288231,-2.19991,-0.0487637,-0.0244446
41,1708.91,1003.57,-0.256593,-2.19769,-0.04767,-0.026532
42,1708.59,1003.05,-0.239538,-2.19447,-0.0439221,-0.0168275
43,1708.42,1002.83,-0.227628,-2.19348,-0.0425785,-0.0157063
44,1708.24,1002.58,-0.208603,-2.19075,-0.0424093,-0.016074
45,1708.04,1002.29,-0.202088,-2.18942,-0.0428154,-0.0157635
46,1707.86,1002.05,-0.194085,-2.1869,-0.0427481,-0.0170799
47,1707.68,1001.81,-0.185216,-2.18585,-0.0424582,-0.018439
