id,x,y,z,yaw,pitch,roll
1,1717.14,1014.58,-0.438169,-2.18824,-0.0173397,0.00870076
2,1716.93,1014.25,-0.546924,-2.18948,-0.0126912,0.00583088
3,1716.73,1013.92,-0.621558,-2.1914,-0.013132,0.00769514
4,1716.54,1013.61,-0.674914,-2.19254,-0.0142799,0.0100962
5,1716.34,1013.32,-0.712089,-2.19434,-0.0187104,0.0126522
6,1716.12,1013,-0.746237,-2.19305,-0.0125583,0.00629897
7,1715.92,1012.7,-0.778517,-2.19666,-0.0237004,0.0149273
8,1715.74,1012.45,-0.725216,-2.19724,-0.0239816,0.0114134
9,1715.5,1012.18,-0.66393,-2.19748,-0.0202659,0.00805451
10,1715.28,1011.89,-0.665305,-2.19703,-0.0177346,0.0051133
11,1715.08,1011.65,-0.671797,-2.19835,-0.0161672,0.00384243
12,1714.86,1011.34,-0.668755,-2.19861,-0.0160906,0.0031949
13,1714.67,1011.06,-0.669253,-2.19956,-0.0159938,0.0038559
14,1714.44,1010.76,-0.664257,-2.19994,-0.0166726,0.00248343
15,1714.25,1010.5,-0.678029,-2.2012,-0.0161836,0.00209733
16,1714.03,1010.21,-0.658875,-2.20201,-0.0173259,0.0022565
17,1713.82,1009.92,-0.656178,-2.20217,-0.0183838,0.00122498
18,1713.61,1009.63,-0.656705,-2.20269,-0.0181401,0.000419813
19,1713.4,1009.34,-0.631618,-2.20323,-0.0190516,0.000553421
20,1713.2,1009.09,-0.654795,-2.20425,-0.0184074,-0.000350598
21,1712.99,1008.82,-0.627653,-2.20469,-0.0188862,-0.00361469
22,1712.8,1008.55,-0.663735,-2.20533,-0.0174433,0.00162165
23,1712.58,1008.24,-0.656318,-2.20523,-0.0182764,-0.000247315
24,1712.38,1008,-0.601178,-2.20588,-0.0183432,-0.0021439
25,1712.18,1007.74,-0.530196,-2.20582,-0.0159014,-0.00336463
26,1711.96,1007.43,-0.512493,-2.2058,-0.0169916,-0.00347052
27,1711.76,1007.15,-0.529139,-2.20512,-0.01743,-0.00241736
28,1711.58,1006.9,-0.516219,-2.20578,-0.0169961,-0.00335342
29,1711.37,1006.61,-0.550898,-2.20512,-0.0143411,-0.00586873
30,1711.18,1006.35,-0.542491,-2.20584,-0.0192652,-0.00375071
31,1710.98,1006.1,-0.540026,-2.20524,-0.019242,-0.00489052
32,1710.78,1005.83,-0.533973,-2.20409,-0.0179304,-0.0064643
33,1710.59,1005.56,-0.538096,-2.20359,-0.0186009,-0.00624927
34,1710.4,1005.31,-0.540728,-2.20308,-0.0180776,-0.00688536
35,1710.19,1005.07,-0.52649,-2.20268,-0.0195378,-0.00662658
36,1710.02,1004.81,-0.484851,-2.20031,-0.0147133,-0.0122522
37,1709.8,1004.53,-0.479581,-2.19863,-0.0157927,-0.0119257
38,1709.63,1004.28,-0.470039,-2.19682,-0.0133671,-0.0150301
39,1709.44,1004.03,-0.458774,-2.19461,-0.0126229,-0.0183436
40,1709.26,1003.78,-0.399385,-2.19326,-0.0116085,-0.0180026
41,1709.08,1003.54,-0.37527,-2.19214,-0.0107195,-0.0169059
42,1708.73,1003.06,-0.371893,-2.18924,-0.0111547,-0.0132345
43,1708.54,1002.77,-0.381417,-2.18764,-0.0113635,-0.012424
44,1708.36,1002.54,-0.341823,-2.18626,-0.0149969,-0.0111004
45,1708.16,1002.3,-0.2457,-2.18515,-0.0169721,-0.0155801
46,1707.95,1002.05,-0.148939,-2.18491,-0.0200806,-0.00932593
47,1707.76,1001.82,-0.0714326,-2.1838,-0.0183058,-0.0132787
48,1707.59,1001.62,0.019505,-2.18204,-0.0191404,-0.0175571
49,1707.39,1001.42,0.202621,-2.18053,-0.0194723,-0.0270649
50,1707.22,1001.17,0.252602,-2.1785,-0.0195597,-0.025176
51,1707.08,1000.98,0.234608,-2.17747,-0.0195128,-0.0241705
52,1706.92,1000.7,0.234879,-2.17523,-0.015007,-0.0164456
53,1706.81,1000.53,0.270291,-2.17349,-0.0114026,-0.0159284
54,1706.64,1000.34,0.35802,-2.1702,-0.00970419,-0.0219047
55,1706.48,1000.13,0.399825,-2.16868,-0.0106534,-0.0251741
56,1706.31,999.885,0.402041,-2.1662,-0.0102164,-0.026051
57,1706.12,999.562,0.292975,-2.16491,-0.0147629,-0.0178183
58,1705.98,999.344,0.229706,-2.16369,-0.0165275,-0.0168824
59,1705.82,999.144,0.232199,-2.16167,-0.0164543,-0.017919
