id,x,y,z,yaw,pitch,roll
1,1772.73,866.496,-0.233042,0.0219875,-0.00333834,-0.0111842
2,1772.72,866.488,-0.231391,0.0220947,-0.00314291,-0.0109695
3,1772.74,866.488,-0.224318,0.0221379,-0.0033389,-0.0112919
4,1772.76,866.478,-0.225319,0.0218176,-0.00333159,-0.0112985
5,1773.1,866.498,-0.220287,0.0210491,-0.00256255,-0.0114782
6,1773.44,866.497,-0.213136,0.0205434,-0.00236836,-0.0118105
7,1773.79,866.493,-0.210796,0.0206948,-0.00258988,-0.0116018
8,1774.13,866.508,-0.223747,0.0202314,-0.00322802,-0.0122626
9,1774.49,866.511,-0.228043,0.0202963,-0.00404752,-0.0119263
10,1774.85,866.506,-0.221806,0.0202564,-0.00372178,-0.0127726
11,1775.23,866.51,-0.22052,0.0199715,-0.00370306,-0.01281
12,1775.93,866.524,-0.225087,0.0201261,-0.00373821,-0.0124516
13,1776.63,866.529,-0.214987,0.0202011,-0.00382504,-0.0117359
14,1777.01,866.55,-0.215591,0.0208558,-0.00416694,-0.011431
15,1777.33,866.561,-0.218908,0.0204584,-0.00368121,-0.0130041
16,1777.68,866.566,-0.219929,0.0202115,-0.00321849,-0.0130323
17,1778.03,866.584,-0.214695,0.0199048,-0.00269416,-0.013387
18,1778.39,866.598,-0.217441,0.0201923,-0.00220797,-0.014082
19,1778.76,866.606,-0.215631,0.0206868,-0.00186182,-0.0145052
20,1779.12,866.61,-0.226111,0.0210713,-0.00156283,-0.0145239
21,1779.47,866.611,-0.22463,0.021201,-0.00216476,-0.0147101
22,1779.85,866.624,-0.236907,0.0210592,-0.00230019,-0.0142496
23,1780.23,866.623,-0.245976,0.0210501,-0.0025141,-0.0134764
24,1780.64,866.647,-0.250804,0.0207324,-0.00264585,-0.0132797
25,1781.07,866.66,-0.257715,0.0208925,-0.00275453,-0.0133668
26,1781.68,866.673,-0.257499,0.0209374,-0.00275262,-0.0124831
27,1782.29,866.68,-0.254284,0.0209892,-0.0028877,-0.0124569
28,1782.65,866.705,-0.253764,0.0208389,-0.00327096,-0.0125099
29,1783.03,866.72,-0.252526,0.0212777,-0.00299589,-0.0121756
30,1783.41,866.717,-0.254075,0.0213088,-0.003214,-0.0119551
31,1783.78,866.721,-0.253342,0.0217416,-0.00277467,-0.011512
32,1784.15,866.712,-0.259695,0.0219068,-0.00290398,-0.0115157
33,1784.54,866.714,-0.259631,0.0224426,-0.00272232,-0.0121013
34,1784.99,866.721,-0.268147,0.0229481,-0.00388547,-0.0110526
35,1785.5,866.729,-0.285244,0.0237141,-0.00313076,-0.0121093
36,1785.92,866.747,-0.277887,0.0237961,-0.00249395,-0.012907
37,1786.35,866.75,-0.257448,0.0242525,-0.00206746,-0.0134063
38,1786.79,866.762,-0.242247,0.0248721,-0.000896255,-0.0140527
39,1787.25,866.764,-0.251707,0.0247844,-0.000854318,-0.016326
40,1787.64,866.746,-0.249704,0.0249082,-0.000316496,-0.0173034
41,1788.03,866.738,-0.236253,0.0254725,0.000116382,-0.0185321
42,1788.45,866.742,-0.221879,0.0257501,0.00103342,-0.0201523
43,1788.88,866.744,-0.21783,0.0267103,0.00130924,-0.0220022
44,1789.3,866.756,-0.21241,0.0268046,0.00106915,-0.0224269
45,1789.73,866.764,-0.212473,0.0270202,0.000952007,-0.0226504
46,1790.24,866.763,-0.201119,0.0276857,-0.000316748,-0.0227515
47,1790.64,866.768,-0.199597,0.0277551,-0.000645789,-0.0228779
48,1791.03,866.78,-0.199902,0.0279977,-0.00124542,-0.0230746
49,1791.48,866.785,-0.210374,0.0286194,-0.0031157,-0.0233805
50,1791.95,866.795,-0.210814,0.0287139,-0.00428246,-0.0242235
51,1792.33,866.797,-0.212784,0.0291737,-0.00460489,-0.0247953
52,1792.76,866.807,-0.215519,0.0293271,-0.0057803,-0.0251476
53,1793.21,866.808,-0.215087,0.0296669,-0.00676971,-0.0247492
54,1794.02,866.804,-0.219912,0.029902,-0.00762769,-0.0252547
55,1794.78,866.823,-0.224048,0.0300272,-0.00777605,-0.0253338
56,1795.52,866.828,-0.229209,0.0305547,-0.00793433,-0.026106
57,1795.9,866.819,-0.232801,0.0313324,-0.00858335,-0.0260526
58,1796.29,866.827,-0.242455,0.0308921,-0.00845713,-0.0257361
59,1796.71,866.823,-0.243977,0.0316028,-0.00837618,-0.025647
60,1797.09,866.829,-0.251269,0.0321365,-0.00823475,-0.0257326
61,1797.51,866.827,-0.249371,0.032727,-0.00824522,-0.0257324
62,1797.95,866.836,-0.244535,0.0337689,-0.00805636,-0.0252214
63,1798.31,866.847,-0.254875,0.0340443,-0.00800024,-0.0245977
64,1798.71,866.858,-0.254279,0.0345449,-0.00811153,-0.0243724
65,1799.11,866.872,-0.252023,0.0349968,-0.00823743,-0.0241835
66,1799.52,866.884,-0.256956,0.035215,-0.00881882,-0.0238202
67,1799.9,866.888,-0.26342,0.0361199,-0.00931974,-0.0235087
68,1800.29,866.889,-0.251029,0.0362003,-0.00956362,-0.0235102
69,1800.94,866.91,-0.252566,0.036408,-0.00949318,-0.0235452
70,1801.58,866.921,-0.25839,0.0365365,-0.00936849,-0.0238811
71,1801.98,866.913,-0.272105,0.0374833,-0.00937709,-0.0243181
72,1802.36,866.932,-0.275544,0.0374925,-0.00959742,-0.0245391
