id,x,y,z,yaw,pitch,roll
1,1716.75,1014.44,0,-2.17264,-0.0275213,0.00889794
2,1716.93,1014.3,0,-2.18766,-0.001069,-0.00464064
3,1716.72,1014,0,-2.18948,8.84049E-05,-0.00517575
4,1716.51,1013.69,0,-2.19026,-4.76732E-05,-0.00584879
5,1716.31,1013.41,0,-2.19149,0.000936178,-0.00781172
6,1716.1,1013.11,0,-2.19229,-0.00127398,-0.00764869
7,1715.89,1012.83,0,-2.19406,-0.00261678,-0.00814312
8,1715.69,1012.55,0,-2.1947,-0.00388677,-0.00767361
9,1715.49,1012.27,0,-2.19555,-0.00437092,-0.00715184
10,1715.28,1011.99,0,-2.19568,-0.00462149,-0.00676181
11,1715.06,1011.7,0,-2.19633,-0.0045382,-0.00695185
12,1714.85,1011.42,0,-2.19691,-0.0041831,-0.00693033
13,1714.65,1011.13,0,-2.19789,-0.00360953,-0.0066922
14,1714.43,1010.83,0,-2.19817,-0.00382191,-0.00667184
15,1714.22,1010.55,0,-2.199,-0.00440755,-0.00628066
16,1714.02,1010.26,0,-2.19932,-0.00401684,-0.00679527
17,1713.81,1009.98,0,-2.19994,-0.0044729,-0.00642877
18,1713.6,1009.7,0,-2.20019,-0.00321548,-0.00664651
19,1713.39,1009.42,0,-2.2008,-0.00322031,-0.00716496
20,1713.19,1009.14,0,-2.20111,-0.00360436,-0.00705816
21,1712.98,1008.86,0,-2.20167,-0.0042028,-0.00796568
22,1712.77,1008.59,0,-2.20207,-0.00377319,-0.00798354
23,1712.57,1008.32,0,-2.20259,-0.00369213,-0.00744664
24,1712.36,1008.03,0,-2.20213,-0.00379882,-0.00734933
25,1712.17,1007.77,0,-2.20271,-0.00318771,-0.0071618
26,1711.96,1007.49,0,-2.20266,-0.00355385,-0.00588125
27,1711.75,1007.21,0,-2.20259,-0.00346111,-0.00657663
28,1711.55,1006.94,0,-2.2027,-0.00385716,-0.00672354
29,1711.35,1006.67,0,-2.2026,-0.00405133,-0.00650848
30,1711.15,1006.39,0,-2.20161,-0.00388743,-0.00643706
31,1710.95,1006.12,0,-2.20117,-0.00466573,-0.00694573
32,1710.75,1005.85,0,-2.20014,-0.00484039,-0.00694351
33,1710.55,1005.58,0,-2.19945,-0.00497048,-0.0068587
34,1710.36,1005.31,0,-2.19865,-0.00541379,-0.00607771
35,1710.17,1005.06,0,-2.19738,-0.00552463,-0.00585338
36,1709.98,1004.8,0,-2.19658,-0.0060655,-0.0052138
37,1709.79,1004.53,0,-2.19478,-0.00590179,-0.00487692
38,1709.59,1004.27,0,-2.19299,-0.00528959,-0.00522054
39,1709.4,1004,0,-2.19072,-0.00590791,-0.00397249
40,1709.22,1003.75,0,-2.18955,-0.00555635,-0.00395331
41,1709.04,1003.49,0,-2.18805,-0.00525482,-0.00449715
42,1708.68,1002.98,0,-2.18405,-0.00523553,-0.00437092
43,1708.49,1002.73,0,-2.18237,-0.00650501,-0.00564736
44,1708.3,1002.46,0,-2.17963,-0.00614389,-0.00471709
45,1708.13,1002.22,0,-2.17866,-0.00568325,-0.00423203
46,1707.95,1001.97,0,-2.17602,-0.0054512,-0.00394757
47,1707.77,1001.71,0,-2.17406,-0.00462055,-0.00453212
48,1707.59,1001.45,0,-2.17178,-0.00521914,-0.00337154
49,1707.41,1001.21,0,-2.16971,-0.00572601,-0.00385402
50,1707.24,1000.96,0,-2.1669,-0.00528975,-0.00384525
51,1707.07,1000.72,0,-2.1654,-0.00540429,-0.0046626
52,1706.91,1000.49,0,-2.16291,-0.00554811,-0.00402125
53,1706.75,1000.26,0,-2.16133,-0.00577394,-0.00370416
54,1706.59,1000.03,0,-2.15886,-0.00592881,-0.0043856
55,1706.44,999.799,0,-2.15685,-0.00571209,-0.00382522
56,1706.28,999.561,0,-2.15392,-0.00552428,-0.00293819
57,1706.12,999.342,0,-2.1529,-0.00525644,-0.00378604
58,1705.97,999.112,0,-2.15066,-0.00535619,-0.00341738
59,1705.82,998.886,0,-2.14895,-0.00502053,-0.00265588
60,1705.67,998.653,0,-2.147,-0.00541485,-0.00257383
61,1705.52,998.433,0,-2.1454,-0.00529129,-0.00216733
62,1705.38,998.201,0,-2.1424,-0.00496338,-0.00102864
63,1705.23,997.988,0,-2.14148,-0.00516875,-0.00151609
64,1705.09,997.765,0,-2.13907,-0.00547675,-0.0014328
