id,x,y,z,yaw,pitch,roll
1,-284.89,226.136,-12.5788,2.44826,0.0140143,0.0376221
2,-285.108,226.319,-12.6011,2.44816,0.0132157,0.0394696
3,-285.343,226.52,-12.607,2.44835,0.012659,0.0363875
4,-285.558,226.725,-12.6116,2.44875,0.011984,0.033715
5,-285.781,226.921,-12.6205,2.44986,0.0112564,0.0318558
6,-285.994,227.109,-12.62,2.45023,0.0110539,0.0315457
7,-286.214,227.303,-12.6161,2.44972,0.0103512,0.0320668
8,-286.416,227.481,-12.6148,2.45009,0.00964089,0.0327178
9,-286.623,227.665,-12.613,2.45089,0.00806525,0.0332945
10,-286.829,227.843,-12.6109,2.45091,0.00675809,0.0329905
11,-287.027,228.025,-12.5876,2.45115,0.00300355,0.0324207
12,-287.229,228.197,-12.5846,2.45105,-0.00138483,0.0340422
13,-287.43,228.366,-12.605,2.45065,-0.00374304,0.0363495
14,-287.617,228.52,-12.6234,2.45015,-0.00341344,0.038279
15,-287.799,228.677,-12.6364,2.45053,-0.0019032,0.0392718
16,-287.978,228.828,-12.6381,2.45076,-0.000617935,0.0396137
17,-288.151,228.98,-12.6459,2.45106,-0.000347876,0.0398361
18,-288.33,229.128,-12.6654,2.45144,0.00176724,0.0402852
19,-288.493,229.275,-12.6744,2.45229,0.00471591,0.0399289
20,-288.655,229.418,-12.6769,2.45253,0.0065542,0.0377503
21,-288.818,229.559,-12.672,2.45285,0.00662343,0.0358127
22,-288.979,229.695,-12.6772,2.45379,0.00620137,0.0350141
23,-289.137,229.832,-12.6924,2.45356,0.00660064,0.0369927
24,-289.295,229.959,-12.7108,2.45339,0.00980008,0.0389334
25,-289.449,230.084,-12.7153,2.45399,0.0121727,0.0413089
26,-289.597,230.215,-12.7108,2.45509,0.0140443,0.0431619
27,-289.722,230.333,-12.6984,2.45519,0.0147788,0.0443515
28,-289.874,230.462,-12.6895,2.45436,0.0141303,0.0442057
29,-290.006,230.573,-12.6783,2.45517,0.0123705,0.0438101
30,-290.144,230.706,-12.6826,2.45621,0.0101203,0.0434814
31,-290.274,230.813,-12.6849,2.45638,0.00922179,0.0426508
32,-290.41,230.939,-12.6617,2.45687,0.00650755,0.0402757
33,-290.526,231.056,-12.6664,2.4562,0.00277477,0.0407976
34,-290.67,231.162,-12.6622,2.4558,0.000164884,0.0406335
35,-290.79,231.272,-12.6261,2.45575,-0.00524395,0.039577
36,-290.932,231.393,-12.6225,2.45483,-0.0134258,0.0399845
37,-291.067,231.51,-12.6739,2.45514,-0.0147327,0.040228
38,-291.189,231.607,-12.7334,2.45537,-0.0095103,0.0410418
39,-291.312,231.705,-12.7742,2.45593,-0.000970258,0.042147
40,-291.418,231.808,-12.7526,2.45645,0.00408597,0.0424082
41,-291.542,231.922,-12.7243,2.45618,0.00255641,0.0437459
42,-291.662,232.036,-12.726,2.45503,-0.00016866,0.0469935
43,-291.798,232.138,-12.7442,2.45386,-0.000610217,0.0522611
44,-291.925,232.246,-12.7525,2.45345,0.00116265,0.0559373
45,-292.043,232.349,-12.7535,2.45412,0.00347557,0.055688
46,-292.161,232.451,-12.7513,2.45481,0.00609954,0.0516581
47,-292.27,232.552,-12.7426,2.45551,0.00732174,0.0473207
48,-292.386,232.654,-12.7376,2.45604,0.00609071,0.0462563
49,-292.507,232.761,-12.7443,2.4549,0.00458773,0.0478193
50,-292.628,232.851,-12.7641,2.45442,0.00483207,0.0494215
51,-292.753,232.96,-12.7597,2.45483,0.00583748,0.0507788
52,-292.867,233.062,-12.7602,2.45411,0.00588397,0.0513798
53,-292.993,233.174,-12.7651,2.45348,0.00677718,0.0495082
54,-293.115,233.269,-12.782,2.4549,0.00945922,0.049193
55,-293.239,233.378,-12.7654,2.45592,0.0109934,0.0492767
